"","match","pf_o_int","attr_o","intel_o","fun_o","prob_o","attr","fun","shar","prob"
"2227","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.6,0.5,0.4,0.4
"2228","0",0.39023902390239,0.347222222222222,0.388888888888889,0.316666666666667,0.5,0.5,0.3,0.3,0.3
"2229","0",0.3462,0.337837837837838,0.432432432432432,0.35945945945946,0.3,0.7,0.6,0.3,0.2
"2230","0",0.3774,0.2,0.48,0.304,0.3,0.6,0.4,0.3,0.3
"2231","0",0.32,0.397727272727273,0.454545454545455,0.129545454545455,0.1,0.5,0.5,0.6,0.4
"2232","0",0.326534693061388,0.3125,0.583333333333333,0.158333333333333,0.4,0.5,0.6,0.3,0.3
"2233","0",0.428557144285571,0.333333333333333,0.355555555555556,0.337777777777778,1,0.7,0.5,0.5,0.2
"2234","0",0.416641664166417,0.441176470588235,0.352941176470588,0.298039215686275,0.6,0.5,0.6,0.4,0.2
"2235","0",0.32,0.357142857142857,0.333333333333333,0.361904761904762,0.8,0.8,0.6,0.5,0.4
"2236","0",0.454645464546455,0.459183673469388,0.326530612244898,0.271428571428571,0.5,0.6,0.8,0.3,0.3
"2237","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.6,0.7,0.3
"2238","0",0.4,0.388888888888889,0.355555555555556,0.295555555555556,0.6,0.7,0.8,0.8,0.6
"2239","0",0.3396,0.364583333333333,0.375,0.316666666666667,0.5,0.8,0.7,0.5,0.4
"2240","0",0.383,0.431034482758621,0.413793103448276,0.262068965517241,0.7,0.8,0.7,0.6,0.3
"2241","0",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.9,0.8,0.5,0.5
"2242","0",0.363636363636364,0.426829268292683,0.341463414634146,0.370731707317073,0.6,0.8,0.7,0.5,0.3
"2243","0",0.4,0.406976744186047,0.325581395348837,0.309302325581395,0.5,0.6,0.6,0.5,0.3
"2244","1",0.39023902390239,0.444444444444444,0.355555555555556,0.337777777777778,0.7,0.8,0.8,0.6,0.5
"2245","1",0.3462,0.459183673469388,0.326530612244898,0.348979591836735,0.3,0.8,0.8,0.5,0.5
"2246","0",0.3774,0.405405405405405,0.324324324324324,0.308108108108108,0.6,0.8,0.6,0.7,0.4
"2247","1",0.32,0.3,0.4,0.266,0.6,0.8,0.8,0.8,0.6
"2248","0",0.326534693061388,0.390625,0.375,0.296875,0.5,0.7,0.6,0.4,0.3
"2249","0",0.428557144285571,0.434782608695652,0.434782608695652,0.330434782608696,0.6,0.8,0.7,0.6,0.3
"2250","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.5,0.4,0.5,0.6,0.2
"2251","0",0.32,0.465116279069767,0.325581395348837,0.309302325581395,0,0.7,0.7,0.5,0.4
"2252","0",0.454645464546455,0.409090909090909,0.363636363636364,0.310909090909091,0.5,0.4,0.8,0.7,0.5
"2253","1",0.3636,0.454545454545455,0.363636363636364,0.345454545454546,1,0.9,0.8,0.8,1
"2254","0",0.4,0.384615384615385,0.41025641025641,0.292307692307692,0.5,0.9,0.8,0.5,0.3
"2255","0",0.3396,0.3125,0.4375,0.35625,0.2,0.7,0.7,0.6,0.3
"2256","0",0.383,0.277777777777778,0.592592592592593,0.211111111111111,0.8,0.6,0.6,0.6,0.1
"2257","0",0.4,0.48780487804878,0.292682926829268,0.324390243902439,0.5,0.9,0.9,0.9,0.7
"2258","0",0.363636363636364,0.357142857142857,0.380952380952381,0.226190476190476,0.7,0.9,0.9,0.6,0.5
"2259","1",0.4,0.4,0.368421052631579,0.316666666666667,0.7,0.8,0.7,0.6,0.5
"2260","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.6,0.7,0.6,0.6,0.4
"2261","0",0.3462,0.380434782608696,0.391304347826087,0.371739130434783,0.5,0.8,0.7,0.6,0.2
"2262","0",0.3774,0.340909090909091,0.318181818181818,0.302272727272727,0.8,0.5,0.7,0.5,0.5
"2263","0",0.32,0.364583333333333,0.416666666666667,0.2375,0.6,0.8,0.7,0.5,0.5
"2264","0",0.326534693061388,0.337837837837838,0.324324324324324,0.35945945945946,0.6,0.8,0.9,0.6,0.5
"2265","0",0.428557144285571,0.384615384615385,0.358974358974359,0.292307692307692,0.2,0.8,0.7,0.6,0.3
"2266","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.6,0.6,0.6,0.4,0.5
"2267","0",0.32,0.5,0.342857142857143,0.271428571428571,0.8,0.7,0.8,0.6,0.5
"2268","0",0.454645464546455,0.512820512820513,0.358974358974359,0.341025641025641,0.5,0.6,0.6,0.5,0.4
"2269","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.3,0.8,0.7,0.7,0.5
"2270","1",0.4,0.472972972972973,0.378378378378378,0.256756756756757,0.6,0.7,1,0.5,0.4
"2271","0",0.3396,0.555555555555556,0.444444444444444,0.0703703703703704,0.1,0.8,0.6,0.5,0.4
"2272","0",0.383,0.4,0.368421052631579,0.316666666666667,0.5,0.9,0.7,0.5,0.5
"2273","1",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.8,0.8,0.7,0.7
"2274","0",0.363636363636364,0.606060606060606,0.303030303030303,0.23030303030303,0.4,1,1,0.3,0.3
"2275","1",0.4,0.416666666666667,0.291666666666667,0.316666666666667,0.6,0.8,0.5,0.5,0.4
"2276","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.5,0.7,0.6,0.5,0.5
"2277","0",0.3462,0.472972972972973,0.378378378378378,0.256756756756757,0.3,1,0.8,0.3,0.2
"2278","0",0.3774,0.53030303030303,0.303030303030303,0.345454545454546,0.5,0.9,0.6,0.5,0.5
"2279","0",0.32,0.454545454545455,0.454545454545455,0.302272727272727,0.5,0.7,0.7,0.6,0.6
"2280","0",0.326534693061388,0.454545454545455,0.424242424242424,0.23030303030303,0.5,0.9,0.6,0.5,0.4
"2281","0",0.428557144285571,0.476190476190476,0.285714285714286,0.361904761904762,0.5,0.4,0.4,0.6,0.2
"2282","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.5,0.3,0.5,0.6,0.2
"2283","0",0.32,0.406976744186047,0.372093023255814,0.309302325581395,0.8,0.7,0.9,0.6,0.4
"2284","0",0.454645464546455,0.448717948717949,0.358974358974359,0.341025641025641,0.1,0.5,0.6,0.6,0.4
"2285","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.5,0.7,0.7,0.6,0.2
"2286","1",0.4,0.444444444444444,0.355555555555556,0.253333333333333,0.9,0.8,0.9,0.6,0.2
"2287","0",0.3396,0.514705882352941,0.411764705882353,0.279411764705882,0.2,0.8,0.8,0.6,0.2
"2288","1",0.383,0.540540540540541,0.324324324324324,0.154054054054054,0.7,0.7,0.7,0.6,0.4
"2289","0",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.5,0.8,0.6,0.7
"2290","0",0.363636363636364,0.454545454545455,0.363636363636364,0.345454545454546,0.6,0.8,0.8,0.6,0.5
"2291","0",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.8,0.5,0.6,0.4
"2292","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.4,0.6,0.4,0.6,0.2
"2293","1",0.3462,0.432692307692308,0.346153846153846,0.328846153846154,0.5,0.7,0.7,0.6,0.5
"2294","0",0.3774,0.512820512820513,0.358974358974359,0.292307692307692,0.5,0.7,0.7,0.6,0.2
"2295","0",0.32,0.364583333333333,0.416666666666667,0.35625,0.6,0.7,0.7,0.6,0.2
"2296","0",0.326534693061388,0.375,0.35,0.3325,0.7,0.8,0.8,0.6,0.3
"2297","1",0.428557144285571,0.416666666666667,0.333333333333333,0.316666666666667,0.8,0.7,0.6,0.4,0.4
"2298","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.5,0.3,0.4,0.2,0.4
"2299","0",0.32,0.357142857142857,0.380952380952381,0.316666666666667,0.6,0.4,0.4,0.6,0.3
"2300","0",0.454645464546455,0.531914893617021,0.382978723404255,0.323404255319149,0.1,0.2,0.4,0.5,0.5
"2301","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.3,0.3,0.2,0.3,0.1
"2302","0",0.4,0.428571428571429,0.342857142857143,0.325714285714286,0.5,0.3,0.8,0.4,0.5
"2303","0",0.3396,0.220588235294118,0.470588235294118,0.279411764705882,0.1,0.6,0.5,0.3,0.4
"2304","0",0.383,0.27027027027027,0.378378378378378,0.35945945945946,0.7,0.6,0.5,0.4,0.5
"2305","1",0.4,0.380434782608696,0.347826086956522,0.330434782608696,0.5,0.7,0.7,0.4,0.5
"2306","0",0.363636363636364,0.483870967741935,0.387096774193548,0.306451612903226,0.3,0.8,0.4,0.4,0.4
"2307","1",0.4,0.372340425531915,0.340425531914894,0.323404255319149,0.8,0.7,0.6,0.3,0.5
"2308","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.5,0.4,0.5,0.4,0.2
"2309","0",0.3462,0.416666666666667,0.333333333333333,0.316666666666667,0.3,0.5,0.6,0.6,0.5
"2310","0",0.3774,0.403225806451613,0.387096774193548,0.367741935483871,0.4,0.6,0.4,0.3,0.4
"2311","0",0.32,0.340909090909091,0.454545454545455,0.259090909090909,0.5,0.7,0.5,0.4,0.4
"2312","0",0.326534693061388,0.37037037037037,0.37037037037037,0.422222222222222,0.5,0.6,0.6,0.4,0.4
"2313","1",0.428557144285571,0.283018867924528,0.339622641509434,0.358490566037736,1,0.8,0.7,0.8,0.9
"2314","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.5,0.5,0.6,0.6,0.6
"2315","0",0.32,0.390625,0.375,0.35625,0.8,0.8,0.8,0.8,0.7
"2316","0",0.454645464546455,0.3125,0.333333333333333,0.316666666666667,0.1,0.7,0.7,0.7,0.7
"2317","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.3,0.4,0.6,0.3,0.2
"2318","0",0.4,0.32258064516129,0.516129032258065,0.245161290322581,0.6,0.4,0.7,0.7,0.6
"2319","0",0.3396,0.192307692307692,0.615384615384615,0.292307692307692,0.1,0.7,0.6,0.5,0.6
"2320","0",0.383,0.4,0.368421052631579,0.316666666666667,0.7,0.5,0.6,0.6,0.5
"2321","0",0.4,0.4,0.368421052631579,0.316666666666667,0.6,0.8,0.7,0.7,0.7
"2322","0",0.363636363636364,0.517241379310345,0.482758620689655,0.262068965517241,0.5,0.9,0.7,0.7,0.8
"2323","0",0.4,0.277777777777778,0.388888888888889,0.316666666666667,0.7,0.7,0.7,0.6,0.7
"2324","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.7,0.7,0.6,0.5,0.7
"2325","0",0.3462,0.328947368421053,0.368421052631579,0.25,0.5,0.8,0.8,0.8,0.9
"2326","0",0.3774,0.267857142857143,0.285714285714286,0.407142857142857,0.4,0.7,0.7,0.7,0.7
"2327","0",0.32,0.306122448979592,0.408163265306122,0.348979591836735,0.7,0.7,0.7,0.6,0.8
"2328","0",0.326534693061388,0.131578947368421,0.421052631578947,0.35,0.6,0.6,0.8,0.8,0.9
"2329","1",0.428557144285571,0.416666666666667,0.333333333333333,0.316666666666667,0.9,0.8,0.8,0.8,0.7
"2330","0",0.416641664166417,0.4,0.36,0.304,0.5,0.7,0.8,0.8,0.7
"2331","0",0.32,0.406976744186047,0.372093023255814,0.353488372093023,0.6,0.8,0.9,0.9,0.7
"2332","0",0.454645464546455,0.511363636363636,0.409090909090909,0.302272727272727,0.1,0.7,0.8,0.8,0.8
"2333","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.4,0.7,0.7,0.7,0.7
"2334","1",0.4,0.476190476190476,0.380952380952381,0.316666666666667,0.6,1,0.9,0.6,0.9
"2335","1",0.3396,0.555555555555556,0.444444444444444,0.263888888888889,0.3,0.9,0.7,0.6,0.8
"2336","0",0.383,0.444444444444444,0.355555555555556,0.295555555555556,0.7,0.9,0.8,0.8,0.8
"2337","0",0.4,0.432692307692308,0.346153846153846,0.328846153846154,0.5,0.7,0.7,0.8,0.7
"2338","0",0.363636363636364,0.4,0.368421052631579,0.316666666666667,0.7,0.9,0.9,0.7,0.8
"2339","0",0.4,0.416666666666667,0.375,0.316666666666667,0.7,1,0.7,0.6,0.8
"2340","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.6,0.9,0.7,0.6,0.8
"2341","1",0.3462,0.424528301886792,0.339622641509434,0.322641509433962,0.6,1,0.9,1,0.9
"2342","0",0.3774,0.444444444444444,0.355555555555556,0.295555555555556,0.5,0.9,0.8,0.8,0.9
"2343","0",0.32,0.330188679245283,0.377358490566038,0.286792452830189,0.9,0.8,0.8,0.8,0.8
"2344","1",0.326534693061388,0.444444444444444,0.311111111111111,0.337777777777778,0.6,1,0.9,0.8,0.8
"2345","0",0.428557144285571,0.238095238095238,0.333333333333333,0.407142857142857,1,0.7,0.7,0.7,0.6
"2346","0",0.416641664166417,0.3125,0.45,0.285,0.5,0.5,0.5,0.3,0.4
"2347","0",0.32,0.328947368421053,0.421052631578947,0.3,0.7,0.6,0.7,0.6,0.5
"2348","0",0.454645464546455,0.392156862745098,0.352941176470588,0.26078431372549,0.5,0.6,0.6,0.8,0.5
"2349","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.6,0.5,0.5
"2350","0",0.4,0.303030303030303,0.484848484848485,0.23030303030303,0.5,0.7,0.6,0.7,0.6
"2351","0",0.3396,0.234375,0.5,0.2375,0.1,0.6,0.5,0.5,0.5
"2352","0",0.383,0.4,0.368421052631579,0.316666666666667,0.8,0.7,0.6,0.6,0.5
"2353","0",0.4,0.328947368421053,0.473684210526316,0.3,0.5,0.6,0.7,0.7,0.5
"2354","0",0.363636363636364,0.241935483870968,0.516129032258065,0.183870967741936,0.6,0.8,0.8,0.5,0.6
"2355","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.5,0.5,0.5,0.3
"2356","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.4,0.5,0.6,0.7,0.5
"2357","0",0.3462,0.326086956521739,0.434782608695652,0.206521739130435,0.5,0.6,0.5,0.7,0.5
"2358","0",0.3774,0.142857142857143,0.457142857142857,0.162857142857143,0.5,0.6,0.6,0.6,0.6
"2359","0",0.32,0.232558139534884,0.465116279069767,0.132558139534884,0.2,0.6,0.7,0.8,0.5
"2360","0",0.326534693061388,0.267857142857143,0.5,0.271428571428571,0.4,0.6,0.5,0.6,0.6
"2361","1",0.428557144285571,0.277777777777778,0.5,0.263888888888889,1,0.7,0.9,0.7,0.7
"2362","0",0.416641664166417,0.408163265306122,0.36734693877551,0.271428571428571,0.8,0.5,0.6,0.9,0.7
"2363","0",0.32,0.3125,0.4,0.3325,0.8,0.8,0.9,1,0.9
"2364","0",0.454645464546455,0.478723404255319,0.382978723404255,0.282978723404255,0.5,0.6,0.5,0.3,0.6
"2365","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.6,0.6,0.6,0.7,0.7
"2366","0",0.4,0.303030303030303,0.545454545454545,0.23030303030303,0.5,0.5,0.9,0.4,0.8
"2367","0",0.3396,0.25,0.4,0.3325,0.3,0.7,0.6,0.6,0.6
"2368","1",0.383,0.4,0.368421052631579,0.316666666666667,0.6,0.8,0.6,1,0.8
"2369","0",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.7,0.7,0.5,0.5
"2370","0",0.363636363636364,0.4,0.368421052631579,0.316666666666667,0.6,0.9,0.8,0.6,0.7
"2371","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.7,0.5,0.4,0.6
"2372","1",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.5,0.6,0.6,0.4,0.7
"2373","1",0.3462,0.4,0.36,0.304,0.5,0.9,0.8,0.5,0.9
"2374","0",0.3774,0.285714285714286,0.4,0.217142857142857,0.7,1,0.8,0.6,0.4
"2375","0",0.32,0.347222222222222,0.555555555555556,0.105555555555556,0.2,0.6,0.9,0.4,0.5
"2376","0",0.326534693061388,0.337837837837838,0.378378378378378,0.308108108108108,0.6,0.9,0.9,0.5,0.6
"2377","1",0.428557144285571,0.425531914893617,0.340425531914894,0.323404255319149,0.8,0.8,0.7,0.6,0.6
"2378","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.8,0.6,0.2,0.1,0.5
"2379","0",0.32,0.297619047619048,0.333333333333333,0.316666666666667,0.9,0.4,0.5,0.4,0.5
"2380","0",0.454645464546455,0.459183673469388,0.36734693877551,0.271428571428571,0.5,0.2,0.2,0.2,0.7
"2381","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.4,0.1,0.1,0.1,0.5
"2382","1",0.4,0.37037037037037,0.37037037037037,0.351851851851852,1,0.8,0.7,0.6,0.5
"2383","0",0.3396,0.35,0.32,0.38,0.5,0.7,0.9,0.4,0.3
"2384","1",0.383,0.448717948717949,0.358974358974359,0.292307692307692,0.5,0.6,0.5,0.7,0.6
"2385","0",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.4,0.4,0.3,0.9
"2386","0",0.363636363636364,0.406976744186047,0.325581395348837,0.265116279069767,0.7,0.8,0.6,0.6,0.4
"2387","0",0.4,0.4,0.368421052631579,0.316666666666667,0.8,0.7,0.4,0.3,0.7
"2388","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.5,0.4,0.2,0.1,0.5
"2389","1",0.3462,0.394736842105263,0.350877192982456,0.333333333333333,0.3,0.7,0.5,0.6,0.5
"2390","0",0.3774,0.304878048780488,0.390243902439024,0.278048780487805,0.6,0.5,0.4,0.5,0.5
"2391","1",0.32,0.255102040816327,0.408163265306122,0.310204081632653,0.8,0.6,0.7,0.7,0.6
"2392","0",0.326534693061388,0.406976744186047,0.325581395348837,0.353488372093023,0.7,0.8,0.8,0.6,0.4
"2393","1",0.428557144285571,0.333333333333333,0.355555555555556,0.38,0.7,0.8,0.7,0.5,0.5
"2394","0",0.416641664166417,0.4,0.368421052631579,0.316666666666667,0.5,0.4,0.4,0.5,0.3
"2395","0",0.32,0.375,0.4,0.285,0.8,0.5,0.6,0.5,0.4
"2396","0",0.454645464546455,0.344827586206897,0.344827586206897,0.327586206896552,0.6,0.4,0.5,0.5,0.4
"2397","0",0.3636,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.5,0.4,0.3
"2398","0",0.4,0.384615384615385,0.41025641025641,0.38974358974359,0.6,0.5,0.6,0.4,0.4
"2399","0",0.3396,0.4375,0.45,0.2375,0.2,0.5,0.7,0.5,0.4
"2400","1",0.383,0.4,0.368421052631579,0.316666666666667,0.5,0.8,0.8,0.8,0.6
"2401","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.7,0.7,0.5,0.4
"2402","1",0.363636363636364,0.416666666666667,0.333333333333333,0.35625,0.9,0.9,0.8,0.7,0.6
"2403","0",0.4,0.304878048780488,0.390243902439024,0.278048780487805,0.7,0.5,0.5,0.5,0.3
"2404","0",0.39023902390239,0.4,0.368421052631579,0.316666666666667,0.5,0.5,0.5,0.5,0.3
"2405","1",0.3462,0.424528301886792,0.377358490566038,0.322641509433962,0.5,0.6,0.7,0.6,0.4
"2406","0",0.3774,0.202702702702703,0.432432432432432,0.205405405405405,0.7,0.6,0.8,0.5,0.5
"2407","1",0.32,0.3,0.4,0.342,0.7,0.7,0.7,0.6,0.5
"2408","0",0.326534693061388,0.378787878787879,0.303030303030303,0.345454545454546,0.7,0.7,0.8,0.7,0.6
"2409","1",0.333333333333333,0.408163265306122,0.408163265306122,0.310204081632653,0.7,0.5,0.6,0.6,0.6
"2410","0",0.33963396339634,0.394736842105263,0.368421052631579,0.3,0.9,0.5,0.5,0.6,0.5
"2411","0",0.444444444444444,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.6,0.6,0.6
"2412","1",0.3774,0.4,0.368421052631579,0.316666666666667,0.9,0.5,0.5,0.7,0.8
"2413","0",0.444355564443556,0.344827586206897,0.344827586206897,0.327586206896552,0.1,0.5,0.5,0.5,0.7
"2414","0",0.33963396339634,0.367647058823529,0.411764705882353,0.279411764705882,0.7,0.5,0.5,0.5,0.7
"2415","0",0.4,0.4,0.368421052631579,0.316666666666667,0.6,0.5,0.6,0.6,0.8
"2416","0",0.409081816363273,0.3125,0.35,0.285,0.6,0.5,0.7,0.6,0.8
"2417","0",0.304369563043696,0.234375,0.5,0.2375,0.5,0.6,0.7,0.7,0.8
"2418","0",0.465153484651535,0.208333333333333,0.388888888888889,0.263888888888889,0.6,0.6,0.7,0.7,0.8
"2419","0",0.333333333333333,0.336538461538462,0.384615384615385,0.255769230769231,0.9,0.7,0.7,0.7,0.6
"2420","0",0.33963396339634,0.208333333333333,0.444444444444444,0.211111111111111,0.6,0.2,0.5,0.2,0.7
"2421","0",0.444444444444444,0.472972972972973,0.324324324324324,0.308108108108108,0.5,0.2,0.7,0.6,0.7
"2422","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.2,0.4,0.7,0.7,0.5
"2423","1",0.444355564443556,0.46875,0.375,0.296875,0.2,0.4,0.7,0.7,0.6
"2424","0",0.33963396339634,0.483870967741935,0.32258064516129,0.306451612903226,0.2,0.4,0.6,0.7,0.7
"2425","1",0.4,0.432692307692308,0.307692307692308,0.328846153846154,0.5,0.7,0.7,0.7,0.7
"2426","0",0.409081816363273,0.277777777777778,0.355555555555556,0.295555555555556,0.7,0.1,0.8,0.8,0.8
"2427","0",0.304369563043696,0.294117647058823,0.411764705882353,0.335294117647059,0.9,0.1,0.8,0.8,0.5
"2428","1",0.465153484651535,0.284090909090909,0.363636363636364,0.259090909090909,0.8,0.4,0.6,0.7,0.7
"2429","1",0.333333333333333,0.471698113207547,0.377358490566038,0.250943396226415,0.7,0.7,0.6,0.5,0.3
"2430","0",0.33963396339634,0.208333333333333,0.444444444444444,0.211111111111111,0.8,0.6,0.6,0.4,0.2
"2431","1",0.444444444444444,0.465116279069767,0.325581395348837,0.265116279069767,0.6,0.7,0.6,0.6,0.5
"2432","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.5,0.5,0.5,0.5,0.1
"2433","0",0.444355564443556,0.428571428571429,0.4,0.271428571428571,0.2,0.7,0.8,0.4,0.2
"2434","0",0.33963396339634,0.555555555555556,0.277777777777778,0.316666666666667,0.2,0.6,0.5,0.3,0.1
"2435","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.8,0.8,0.2,0.2
"2436","1",0.409081816363273,0.397727272727273,0.318181818181818,0.302272727272727,0.7,0.8,0.8,0.6,0.5
"2437","0",0.304369563043696,0.448717948717949,0.461538461538462,0.146153846153846,0.2,0.8,0.6,0.7,0.4
"2438","0",0.465153484651535,0.357142857142857,0.428571428571429,0.135714285714286,0.7,0.7,0.6,0.6,0.5
"2439","0",0.333333333333333,0.344827586206897,0.344827586206897,0.327586206896552,0.8,0.5,0.5,0.5,0.5
"2440","0",0.33963396339634,0.119047619047619,0.428571428571429,0.361904761904762,1,0.2,0.3,0.2,0.2
"2441","0",0.444444444444444,0.390625,0.4375,0.475,0.2,0.2,0.2,0.2,0.5
"2442","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.9,0.4,0.5,0.4,0.5
"2443","0",0.444355564443556,0.277777777777778,0.37037037037037,0.351851851851852,0.1,0.1,0.3,0.2,0.5
"2444","0",0.33963396339634,0.347222222222222,0.333333333333333,0.263888888888889,0.7,0.4,0.3,0.4,0.4
"2445","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.6,0.8,0.3,0.5
"2446","0",0.409081816363273,0.337837837837838,0.378378378378378,0.308108108108108,0.6,0.7,0.6,0.7,0.6
"2447","0",0.304369563043696,0.375,0.3,0.3325,0.8,0.7,0.8,0.7,0.6
"2448","0",0.465153484651535,0.348837209302326,0.372093023255814,0.265116279069767,0.7,0.5,0.6,0.5,0.5
"2449","0",0.333333333333333,0.384615384615385,0.384615384615385,0.292307692307692,0.6,0.5,0.5,0.4,0.2
"2450","0",0.33963396339634,0.1875,0.35,0.285,0.9,0.7,0.6,0.6,0.6
"2451","1",0.444444444444444,0.4,0.368421052631579,0.316666666666667,0.3,0.5,0.5,0.6,0.7
"2452","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.5,0.4,0.5,0.6,0.5
"2453","0",0.444355564443556,0.403225806451613,0.387096774193548,0.306451612903226,0.1,0.5,0.5,0.6,0.6
"2454","0",0.33963396339634,0.337837837837838,0.432432432432432,0.256756756756757,0.5,0.7,0.5,0.6,0.6
"2455","0",0.4,0.4,0.368421052631579,0.316666666666667,0.5,0.7,0.7,0.6,0.5
"2456","0",0.409081816363273,0.337837837837838,0.378378378378378,0.35945945945946,0.7,0.8,0.7,0.6,0.7
"2457","0",0.304369563043696,0.303030303030303,0.363636363636364,0.345454545454546,0.4,0.6,0.5,0.6,0.4
"2458","0",0.465153484651535,0.16304347826087,0.391304347826087,0.247826086956522,0.8,0.7,0.7,0.6,0.8
"2459","0",0.333333333333333,0.454545454545455,0.363636363636364,0.345454545454546,0.5,0.3,0.4,0.7,0.5
"2460","0",0.33963396339634,0.377358490566038,0.339622641509434,0.322641509433962,1,0.4,0.5,0.6,0.5
"2461","0",0.444444444444444,0.416666666666667,0.333333333333333,0.361904761904762,0.6,0.4,0.6,0.7,0.5
"2462","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.9,0.4,0.6,0.7,0.5
"2463","0",0.444355564443556,0.486111111111111,0.333333333333333,0.316666666666667,0.1,0.4,0.6,0.6,0.5
"2464","0",0.33963396339634,0.380434782608696,0.347826086956522,0.330434782608696,0.7,0.4,0.5,0.7,0.5
"2465","1",0.4,0.490196078431373,0.392156862745098,0.335294117647059,0.5,0.7,0.7,0.7,0.7
"2466","0",0.409081816363273,0.425531914893617,0.382978723404255,0.323404255319149,0.6,0.4,0.4,0.5,0.5
"2467","0",0.304369563043696,0.4375,0.4,0.38,0.9,0.6,0.6,0.4,0.5
"2468","0",0.465153484651535,0.441176470588235,0.352941176470588,0.298039215686275,0.6,0.5,0.8,0.7,0.5
"2469","1",0.333333333333333,0.471698113207547,0.30188679245283,0.286792452830189,0.6,0.7,0.8,0.6,0.8
"2470","0",0.33963396339634,0.46875,0.333333333333333,0.316666666666667,1,0.4,0.3,0.3,0.3
"2471","0",0.444444444444444,0.4,0.368421052631579,0.316666666666667,0.6,0.6,0.5,0.6,0.7
"2472","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.9,0.5,0.5,0.4,0.5
"2473","0",0.444355564443556,0.476190476190476,0.238095238095238,0.361904761904762,0.2,0.7,0.7,0.5,0.7
"2474","0",0.33963396339634,0.384615384615385,0.41025641025641,0.292307692307692,0.7,0.7,0.6,0.5,0.6
"2475","0",0.4,0.4,0.368421052631579,0.316666666666667,0.4,0.8,0.8,0.6,0.7
"2476","0",0.409081816363273,0.397727272727273,0.318181818181818,0.302272727272727,0.7,0.8,0.8,0.7,0.7
"2477","1",0.304369563043696,0.4375,0.4,0.38,0.7,0.9,0.9,0.9,0.7
"2478","0",0.465153484651535,0.397727272727273,0.363636363636364,0.259090909090909,0.7,0.7,0.8,0.5,0.6
"2479","0",0.333333333333333,0.43859649122807,0.350877192982456,0.266666666666667,0.6,0.8,0.9,0.7,0.7
"2480","1",0.33963396339634,0.46875,0.333333333333333,0.316666666666667,1,0.6,0.6,0.6,0.6
"2481","1",0.444444444444444,0.4,0.368421052631579,0.316666666666667,0.4,0.8,0.7,0.7,0.7
"2482","0",0.3774,0.4,0.368421052631579,0.316666666666667,0.5,0.4,0.4,0.4,0.3
"2483","0",0.444355564443556,0.483870967741935,0.32258064516129,0.367741935483871,0.2,0.4,0.4,0.4,0.4
"2484","0",0.33963396339634,0.384615384615385,0.358974358974359,0.292307692307692,0.7,0.5,0.8,0.4,0.4
"2485","1",0.4,0.4,0.368421052631579,0.316666666666667,0.6,0.5,1,0.4,0.4
